Country,Series,Date,Value
UAE,Daily Deaths,3/8/2020,
UAE,Daily Deaths,3/9/2020,
UAE,Daily Deaths,3/10/2020,
UAE,Daily Deaths,3/11/2020,
UAE,Daily Deaths,3/12/2020,
UAE,Daily Deaths,3/13/2020,
UAE,Daily Deaths,3/14/2020,
UAE,Daily Deaths,3/15/2020,
UAE,Daily Deaths,3/16/2020,
UAE,Daily Deaths,3/17/2020,
UAE,Daily Deaths,3/18/2020,
UAE,Daily Deaths,3/19/2020,
UAE,Daily Deaths,3/20/2020,2
UAE,Daily Deaths,3/21/2020,
UAE,Daily Deaths,3/22/2020,
UAE,Daily Deaths,3/23/2020,
UAE,Daily Deaths,3/24/2020,
UAE,Daily Deaths,3/25/2020,
UAE,Daily Deaths,3/26/2020,
UAE,Daily Deaths,3/27/2020,
UAE,Daily Deaths,3/28/2020,1
UAE,Daily Deaths,3/29/2020,
UAE,Daily Deaths,3/30/2020,2
UAE,Daily Deaths,3/31/2020,1
UAE,Daily Deaths,4/1/2020,
UAE,Daily Deaths,4/2/2020,2
UAE,Daily Deaths,4/3/2020,1
UAE,Daily Deaths,4/4/2020,1
UAE,Daily Deaths,4/5/2020,
UAE,Daily Deaths,4/6/2020,1
UAE,Daily Deaths,4/7/2020,1
UAE,Daily Deaths,4/8/2020,
UAE,Daily Deaths,4/9/2020,2
UAE,Daily Deaths,4/10/2020,2
UAE,Daily Deaths,4/11/2020,4
UAE,Daily Deaths,4/12/2020,2
UAE,Daily Deaths,4/13/2020,3
UAE,Daily Deaths,4/14/2020,3
UAE,Daily Deaths,4/15/2020,5
UAE,Daily Deaths,4/16/2020,2
UAE,Daily Deaths,4/17/2020,2
UAE,Daily Deaths,4/18/2020,
UAE,Daily Deaths,4/19/2020,4
UAE,Daily Deaths,4/20/2020,2
UAE,Daily Deaths,4/21/2020,3
UAE,Daily Deaths,4/22/2020,6
UAE,Daily Deaths,4/23/2020,4
UAE,Daily Deaths,4/24/2020,8
UAE,Daily Deaths,4/25/2020,7
UAE,Daily Deaths,4/26/2020,5
UAE,Daily Deaths,4/27/2020,6
UAE,Daily Deaths,4/28/2020,7
UAE,Daily Deaths,4/29/2020,9
UAE,Daily Deaths,4/30/2020,7
UAE,Daily Deaths,5/1/2020,6
UAE,Daily Deaths,5/2/2020,8
UAE,Daily Deaths,5/3/2020,7
UAE,Daily Deaths,5/4/2020,11
UAE,Daily Deaths,5/5/2020,9
UAE,Daily Deaths,5/6/2020,11
UAE,Daily Deaths,5/7/2020,8
UAE,Daily Deaths,5/8/2020,9
UAE,Daily Deaths,5/9/2020,11
UAE,Daily Deaths,5/10/2020,13
UAE,Daily Deaths,5/11/2020,3
UAE,Daily Deaths,5/12/2020,2
UAE,Daily Deaths,5/13/2020,3
UAE,Daily Deaths,5/14/2020,2
UAE,Daily Deaths,5/15/2020,2
UAE,Daily Deaths,5/16/2020,4
UAE,Daily Deaths,5/17/2020,6
UAE,Daily Deaths,5/18/2020,4
UAE,Daily Deaths,5/19/2020,3
UAE,Daily Deaths,5/20/2020,6
UAE,Daily Deaths,5/21/2020,4
UAE,Daily Deaths,5/22/2020,4
UAE,Daily Deaths,5/23/2020,3
UAE,Daily Deaths,5/24/2020,1
UAE,Daily Deaths,5/25/2020,3
UAE,Daily Deaths,5/26/2020,5
UAE,Daily Deaths,5/27/2020,2
UAE,Daily Deaths,5/28/2020,3
UAE,Daily Deaths,5/29/2020,2
UAE,Daily Deaths,5/30/2020,2
UAE,Daily Deaths,5/31/2020,2
UAE,Daily Deaths,6/1/2020,2
UAE,Daily Deaths,6/2/2020,3
UAE,Daily Deaths,6/3/2020,1
UAE,Daily Deaths,6/4/2020,3
UAE,Daily Deaths,6/5/2020,1
UAE,Daily Deaths,6/6/2020,1
UAE,Daily Deaths,6/7/2020,1
UAE,Daily Deaths,6/8/2020,5
UAE,Daily Deaths,6/9/2020,2
UAE,Daily Deaths,6/10/2020,1
UAE,Daily Deaths,6/11/2020,2
UAE,Daily Deaths,6/12/2020,1
UAE,Daily Deaths,6/13/2020,1
UAE,Daily Deaths,6/14/2020,1
UAE,Daily Deaths,6/15/2020,2
UAE,Daily Deaths,6/16/2020,2
UAE,Daily Deaths,6/17/2020,2
UAE,Daily Deaths,6/18/2020,3
UAE,Daily Deaths,6/19/2020,2
UAE,Daily Deaths,6/20/2020,1
UAE,Daily Deaths,6/21/2020,1
UAE,Daily Deaths,6/22/2020,1
UAE,Daily Deaths,6/23/2020,2
UAE,Daily Deaths,6/24/2020,2
UAE,Daily Deaths,6/25/2020,1
UAE,Daily Deaths,6/26/2020,2
UAE,Daily Deaths,6/27/2020,1
UAE,Daily Deaths,6/28/2020,2
UAE,Daily Deaths,6/29/2020,1
UAE,Daily Deaths,6/30/2020,1
UAE,Daily Deaths,7/1/2020,1
UAE,Daily Deaths,7/2/2020,1
UAE,Daily Deaths,7/3/2020,1
UAE,Daily Deaths,7/4/2020,3
UAE,Daily Deaths,7/5/2020,2
UAE,Daily Deaths,7/6/2020,1
UAE,Daily Deaths,7/7/2020,2
UAE,Daily Deaths,7/8/2020,1
UAE,Daily Deaths,7/9/2020,1
UAE,Daily Deaths,7/10/2020,2
UAE,Daily Deaths,7/11/2020,1
UAE,Daily Deaths,7/12/2020,2
UAE,Daily Deaths,7/13/2020,1
UAE,Daily Deaths,7/14/2020,1
UAE,Daily Deaths,7/15/2020,
UAE,Daily Deaths,7/16/2020,
UAE,Daily Deaths,7/17/2020,2
UAE,Daily Deaths,7/18/2020,1
UAE,Daily Deaths,7/19/2020,1
UAE,Daily Deaths,7/20/2020,1
UAE,Daily Deaths,7/21/2020,1
UAE,Daily Deaths,7/22/2020,1
UAE,Daily Deaths,7/23/2020,
UAE,Daily Deaths,7/24/2020,1
UAE,Daily Deaths,7/25/2020,
UAE,Daily Deaths,7/26/2020,1
UAE,Daily Deaths,7/27/2020,1
UAE,Daily Deaths,7/28/2020,2
UAE,Daily Deaths,7/29/2020,
UAE,Daily Deaths,7/30/2020,2
UAE,Daily Deaths,7/31/2020,2
UAE,Daily Deaths,8/1/2020,
UAE,Daily Deaths,8/2/2020,
UAE,Daily Deaths,8/3/2020,
UAE,Daily Deaths,8/4/2020,
UAE,Daily Deaths,8/5/2020,2
UAE,Daily Deaths,8/6/2020,1
UAE,Daily Deaths,8/7/2020,2
UAE,Daily Deaths,8/8/2020,
UAE,Daily Deaths,8/9/2020,1
UAE,Daily Deaths,8/10/2020,
UAE,Daily Deaths,8/11/2020,1
UAE,Daily Deaths,8/12/2020,
UAE,Daily Deaths,8/13/2020,
UAE,Daily Deaths,8/14/2020,1
UAE,Daily Deaths,8/15/2020,2
UAE,Daily Deaths,8/16/2020,3
UAE,Daily Deaths,8/17/2020,
UAE,Daily Deaths,8/18/2020,2
UAE,Daily Deaths,8/19/2020,1
UAE,Daily Deaths,8/20/2020,2
UAE,Daily Deaths,8/21/2020,1
UAE,Daily Deaths,8/22/2020,2
UAE,Daily Deaths,8/23/2020,3
UAE,Daily Deaths,8/24/2020,1
UAE,Daily Deaths,8/25/2020,1
UAE,Daily Deaths,8/26/2020,1
UAE,Daily Deaths,8/27/2020,
UAE,Daily Deaths,8/28/2020,1
UAE,Daily Deaths,8/29/2020,
UAE,Daily Deaths,8/30/2020,3
UAE,Daily Deaths,8/31/2020,2
UAE,Daily Deaths,9/1/2020,
UAE,Daily Deaths,9/2/2020,3
UAE,Daily Deaths,9/3/2020,
UAE,Daily Deaths,9/4/2020,
UAE,Daily Deaths,9/5/2020,1
UAE,Daily Deaths,9/6/2020,
UAE,Daily Deaths,9/7/2020,2
UAE,Daily Deaths,9/8/2020,1
UAE,Daily Deaths,9/9/2020,2
UAE,Daily Deaths,9/10/2020,5
UAE,Daily Deaths,9/11/2020,
UAE,Daily Deaths,9/12/2020,1
UAE,Daily Deaths,9/13/2020,
UAE,Daily Deaths,9/14/2020,
UAE,Daily Deaths,9/15/2020,2
UAE,Daily Deaths,9/16/2020,1
UAE,Daily Deaths,9/17/2020,
UAE,Daily Deaths,9/18/2020,1
UAE,Daily Deaths,9/19/2020,1
UAE,Daily Deaths,9/20/2020,
UAE,Daily Deaths,9/21/2020,1
UAE,Daily Deaths,9/22/2020,
UAE,Daily Deaths,9/23/2020,1
UAE,Daily Deaths,9/24/2020,1
UAE,Daily Deaths,9/25/2020,2
UAE,Daily Deaths,9/26/2020,2
UAE,Daily Deaths,9/27/2020,1
UAE,Daily Deaths,9/28/2020,1
UAE,Daily Deaths,9/29/2020,3
UAE,Daily Deaths,9/30/2020,3
UAE,Daily Deaths,10/1/2020,2
UAE,Daily Deaths,10/2/2020,3
UAE,Daily Deaths,10/3/2020,2
UAE,Daily Deaths,10/4/2020,
UAE,Daily Deaths,10/5/2020,3
UAE,Daily Deaths,10/6/2020,6
UAE,Daily Deaths,10/7/2020,1
UAE,Daily Deaths,10/8/2020,2
UAE,Daily Deaths,10/9/2020,4
UAE,Daily Deaths,10/10/2020,1
UAE,Daily Deaths,10/11/2020,2
UAE,Daily Deaths,10/12/2020,1
UAE,Daily Deaths,10/13/2020,2
UAE,Daily Deaths,10/14/2020,2
UAE,Daily Deaths,10/15/2020,2
UAE,Daily Deaths,10/16/2020,3
UAE,Daily Deaths,10/17/2020,4
UAE,Daily Deaths,10/18/2020,4
UAE,Daily Deaths,10/19/2020,3
UAE,Daily Deaths,10/20/2020,4
UAE,Daily Deaths,10/21/2020,2
UAE,Daily Deaths,10/22/2020,2
UAE,Daily Deaths,10/23/2020,1
UAE,Daily Deaths,10/24/2020,
UAE,Daily Deaths,10/25/2020,2
UAE,Daily Deaths,10/26/2020,3
UAE,Daily Deaths,10/27/2020,2
UAE,Daily Deaths,10/28/2020,3
UAE,Daily Deaths,10/29/2020,3
UAE,Daily Deaths,10/30/2020,2
UAE,Daily Deaths,10/31/2020,5
UAE,Daily Deaths,11/1/2020,1
UAE,Daily Deaths,11/2/2020,1
UAE,Daily Deaths,11/3/2020,6
UAE,Daily Deaths,11/4/2020,2
UAE,Daily Deaths,11/5/2020,3
UAE,Daily Deaths,11/6/2020,2
UAE,Daily Deaths,11/7/2020,4
UAE,Daily Deaths,11/8/2020,
UAE,Daily Deaths,11/9/2020,1
UAE,Daily Deaths,11/10/2020,3
UAE,Daily Deaths,11/11/2020,2
UAE,Daily Deaths,11/12/2020,3
UAE,Daily Deaths,11/13/2020,5
UAE,Daily Deaths,11/14/2020,
UAE,Daily Deaths,11/15/2020,2
UAE,Daily Deaths,11/16/2020,4
UAE,Daily Deaths,11/17/2020,4
UAE,Daily Deaths,11/18/2020,4
UAE,Daily Deaths,11/19/2020,2
UAE,Daily Deaths,11/20/2020,3
UAE,Daily Deaths,11/21/2020,1
UAE,Daily Deaths,11/22/2020,4
UAE,Daily Deaths,11/23/2020,2
UAE,Daily Deaths,11/24/2020,5
UAE,Daily Deaths,11/25/2020,4
UAE,Daily Deaths,11/26/2020,1
UAE,Daily Deaths,11/27/2020,3
UAE,Daily Deaths,11/28/2020,2
UAE,Daily Deaths,11/29/2020,1
UAE,Daily Deaths,11/30/2020,2
UAE,Daily Deaths,12/1/2020,4
UAE,Daily Deaths,12/2/2020,4
UAE,Daily Deaths,12/3/2020,5
UAE,Daily Deaths,12/4/2020,1
UAE,Daily Deaths,12/5/2020,3
UAE,Daily Deaths,12/6/2020,3
UAE,Daily Deaths,12/7/2020,2
UAE,Daily Deaths,12/8/2020,2
UAE,Daily Deaths,12/9/2020,2
UAE,Daily Deaths,12/10/2020,4
UAE,Daily Deaths,12/11/2020,5
UAE,Daily Deaths,12/12/2020,2
UAE,Daily Deaths,12/13/2020,8
UAE,Daily Deaths,12/14/2020,1
UAE,Daily Deaths,12/15/2020,4
UAE,Daily Deaths,12/16/2020,4
UAE,Daily Deaths,12/17/2020,3
UAE,Daily Deaths,12/18/2020,1
UAE,Daily Deaths,12/19/2020,4
UAE,Daily Deaths,12/20/2020,3
UAE,Daily Deaths,12/21/2020,2
UAE,Daily Deaths,12/22/2020,3
UAE,Daily Deaths,12/23/2020,3
UAE,Daily Deaths,12/24/2020,2
UAE,Daily Deaths,12/25/2020,6
UAE,Daily Deaths,12/26/2020,2
UAE,Daily Deaths,12/27/2020,2
UAE,Daily Deaths,12/28/2020,3
UAE,Daily Deaths,12/29/2020,2
UAE,Daily Deaths,12/30/2020,3
UAE,Daily Deaths,12/31/2020,4
UAE,Daily Deaths,1/1/2021,2
UAE,Daily Deaths,1/2/2021,3
UAE,Daily Deaths,1/3/2021,5
UAE,Daily Deaths,1/4/2021,3
UAE,Daily Deaths,1/5/2021,3
UAE,Daily Deaths,1/6/2021,4
UAE,Daily Deaths,1/7/2021,5
UAE,Daily Deaths,1/8/2021,3
UAE,Daily Deaths,1/9/2021,5
UAE,Daily Deaths,1/10/2021,6
UAE,Daily Deaths,1/11/2021,3
UAE,Daily Deaths,1/12/2021,6
UAE,Daily Deaths,1/13/2021,6
UAE,Daily Deaths,1/14/2021,3
UAE,Daily Deaths,1/15/2021,7
UAE,Daily Deaths,1/16/2021,7
UAE,Daily Deaths,1/17/2021,5
UAE,Daily Deaths,1/18/2021,6
UAE,Daily Deaths,1/19/2021,5
UAE,Daily Deaths,1/20/2021,6
UAE,Daily Deaths,1/21/2021,4
UAE,Daily Deaths,1/22/2021,10
UAE,Daily Deaths,1/23/2021,7
UAE,Daily Deaths,1/24/2021,9
UAE,Daily Deaths,1/25/2021,6
UAE,Daily Deaths,1/26/2021,7
UAE,Daily Deaths,1/27/2021,6
UAE,Daily Deaths,1/28/2021,8
UAE,Daily Deaths,1/29/2021,7
UAE,Daily Deaths,1/30/2021,12
UAE,Daily Deaths,1/31/2021,12
UAE,Daily Deaths,2/1/2021,9
UAE,Daily Deaths,2/2/2021,7
UAE,Daily Deaths,2/3/2021,12
UAE,Daily Deaths,2/4/2021,10
UAE,Daily Deaths,2/5/2021,14
UAE,Daily Deaths,2/6/2021,12
UAE,Daily Deaths,2/7/2021,7
UAE,Daily Deaths,2/8/2021,9
UAE,Daily Deaths,2/9/2021,17
UAE,Daily Deaths,2/10/2021,9
UAE,Daily Deaths,2/11/2021,18
UAE,Daily Deaths,2/12/2021,12
UAE,Daily Deaths,2/13/2021,15
UAE,Daily Deaths,2/14/2021,13
UAE,Daily Deaths,2/15/2021,13
UAE,Daily Deaths,2/16/2021,14
UAE,Daily Deaths,2/17/2021,14
UAE,Daily Deaths,2/18/2021,18
UAE,Daily Deaths,2/19/2021,20
UAE,Daily Deaths,2/20/2021,15
UAE,Daily Deaths,2/21/2021,17
UAE,Daily Deaths,2/22/2021,15
UAE,Daily Deaths,2/23/2021,5
UAE,Daily Deaths,2/24/2021,19
UAE,Daily Deaths,2/25/2021,18
UAE,Daily Deaths,2/26/2021,16
UAE,Daily Deaths,2/27/2021,15
UAE,Daily Deaths,2/28/2021,8
UAE,Daily Deaths,3/1/2021,17
UAE,Daily Deaths,3/2/2021,15
UAE,Daily Deaths,3/3/2021,16
UAE,Daily Deaths,3/4/2021,17
UAE,Daily Deaths,3/5/2021,10
UAE,Daily Deaths,3/6/2021,14
UAE,Daily Deaths,3/7/2021,12
UAE,Daily Deaths,3/8/2021,13
UAE,Daily Deaths,3/9/2021,10
UAE,Daily Deaths,3/10/2021,8
UAE,Daily Deaths,3/11/2021,16
UAE,Daily Deaths,3/12/2021,9
UAE,Daily Deaths,3/13/2021,10
UAE,Daily Deaths,3/14/2021,7
GCC,Daily Deaths,1/25/2020,
GCC,Daily Deaths,1/26/2020,
GCC,Daily Deaths,1/27/2020,
GCC,Daily Deaths,1/28/2020,
GCC,Daily Deaths,1/29/2020,
GCC,Daily Deaths,1/30/2020,
GCC,Daily Deaths,1/31/2020,
GCC,Daily Deaths,2/1/2020,
GCC,Daily Deaths,2/2/2020,
GCC,Daily Deaths,2/3/2020,
GCC,Daily Deaths,2/4/2020,
GCC,Daily Deaths,2/5/2020,
GCC,Daily Deaths,2/6/2020,
GCC,Daily Deaths,2/7/2020,
GCC,Daily Deaths,2/8/2020,
GCC,Daily Deaths,2/9/2020,
GCC,Daily Deaths,2/10/2020,
GCC,Daily Deaths,2/11/2020,
GCC,Daily Deaths,2/12/2020,
GCC,Daily Deaths,2/13/2020,
GCC,Daily Deaths,2/14/2020,
GCC,Daily Deaths,2/15/2020,
GCC,Daily Deaths,2/16/2020,
GCC,Daily Deaths,2/17/2020,
GCC,Daily Deaths,2/18/2020,
GCC,Daily Deaths,2/19/2020,
GCC,Daily Deaths,2/20/2020,
GCC,Daily Deaths,2/21/2020,
GCC,Daily Deaths,2/22/2020,
GCC,Daily Deaths,2/23/2020,
GCC,Daily Deaths,2/24/2020,
GCC,Daily Deaths,2/25/2020,
GCC,Daily Deaths,2/26/2020,
GCC,Daily Deaths,2/27/2020,
GCC,Daily Deaths,2/28/2020,
GCC,Daily Deaths,2/29/2020,
GCC,Daily Deaths,3/1/2020,
GCC,Daily Deaths,3/2/2020,
GCC,Daily Deaths,3/3/2020,
GCC,Daily Deaths,3/4/2020,
GCC,Daily Deaths,3/5/2020,
GCC,Daily Deaths,3/6/2020,
GCC,Daily Deaths,3/7/2020,
GCC,Daily Deaths,3/8/2020,
GCC,Daily Deaths,3/9/2020,
GCC,Daily Deaths,3/10/2020,
GCC,Daily Deaths,3/11/2020,
GCC,Daily Deaths,3/12/2020,
GCC,Daily Deaths,3/13/2020,
GCC,Daily Deaths,3/14/2020,
GCC,Daily Deaths,3/15/2020,
GCC,Daily Deaths,3/16/2020,1
GCC,Daily Deaths,3/17/2020,
GCC,Daily Deaths,3/18/2020,
GCC,Daily Deaths,3/19/2020,
GCC,Daily Deaths,3/20/2020,2
GCC,Daily Deaths,3/21/2020,
GCC,Daily Deaths,3/22/2020,1
GCC,Daily Deaths,3/23/2020,
GCC,Daily Deaths,3/24/2020,2
GCC,Daily Deaths,3/25/2020,
GCC,Daily Deaths,3/26/2020,2
GCC,Daily Deaths,3/27/2020,
GCC,Daily Deaths,3/28/2020,4
GCC,Daily Deaths,3/29/2020,4
GCC,Daily Deaths,3/30/2020,3
GCC,Daily Deaths,3/31/2020,4
GCC,Daily Deaths,4/1/2020,6
GCC,Daily Deaths,4/2/2020,8
GCC,Daily Deaths,4/3/2020,5
GCC,Daily Deaths,4/4/2020,7
GCC,Daily Deaths,4/5/2020,6
GCC,Daily Deaths,4/6/2020,5
GCC,Daily Deaths,4/7/2020,7
GCC,Daily Deaths,4/8/2020,
GCC,Daily Deaths,4/9/2020,10
GCC,Daily Deaths,4/10/2020,2
GCC,Daily Deaths,4/11/2020,9
GCC,Daily Deaths,4/12/2020,11
GCC,Daily Deaths,4/13/2020,10
GCC,Daily Deaths,4/14/2020,13
GCC,Daily Deaths,4/15/2020,11
GCC,Daily Deaths,4/16/2020,6
GCC,Daily Deaths,4/17/2020,10
GCC,Daily Deaths,4/18/2020,7
GCC,Daily Deaths,4/19/2020,11
GCC,Daily Deaths,4/20/2020,11
GCC,Daily Deaths,4/21/2020,12
GCC,Daily Deaths,4/22/2020,14
GCC,Daily Deaths,4/23/2020,14
GCC,Daily Deaths,4/24/2020,16
GCC,Daily Deaths,4/25/2020,20
GCC,Daily Deaths,4/26/2020,9
GCC,Daily Deaths,4/27/2020,13
GCC,Daily Deaths,4/28/2020,16
GCC,Daily Deaths,4/29/2020,15
GCC,Daily Deaths,4/30/2020,15
GCC,Daily Deaths,5/1/2020,19
GCC,Daily Deaths,5/2/2020,19
GCC,Daily Deaths,5/3/2020,20
GCC,Daily Deaths,5/4/2020,20
GCC,Daily Deaths,5/5/2020,19
GCC,Daily Deaths,5/6/2020,22
GCC,Daily Deaths,5/7/2020,22
GCC,Daily Deaths,5/8/2020,23
GCC,Daily Deaths,5/9/2020,25
GCC,Daily Deaths,5/10/2020,30
GCC,Daily Deaths,5/11/2020,19
GCC,Daily Deaths,5/12/2020,22
GCC,Daily Deaths,5/13/2020,20
GCC,Daily Deaths,5/14/2020,19
GCC,Daily Deaths,5/15/2020,21
GCC,Daily Deaths,5/16/2020,29
GCC,Daily Deaths,5/17/2020,22
GCC,Daily Deaths,5/18/2020,21
GCC,Daily Deaths,5/19/2020,17
GCC,Daily Deaths,5/20/2020,23
GCC,Daily Deaths,5/21/2020,22
GCC,Daily Deaths,5/22/2020,32
GCC,Daily Deaths,5/23/2020,33
GCC,Daily Deaths,5/24/2020,23
GCC,Daily Deaths,5/25/2020,25
GCC,Daily Deaths,5/26/2020,26
GCC,Daily Deaths,5/27/2020,24
GCC,Daily Deaths,5/28/2020,33
GCC,Daily Deaths,5/29/2020,32
GCC,Daily Deaths,5/30/2020,38
GCC,Daily Deaths,5/31/2020,43
GCC,Daily Deaths,6/1/2020,35
GCC,Daily Deaths,6/2/2020,45
GCC,Daily Deaths,6/3/2020,46
GCC,Daily Deaths,6/4/2020,42
GCC,Daily Deaths,6/5/2020,50
GCC,Daily Deaths,6/6/2020,49
GCC,Daily Deaths,6/7/2020,55
GCC,Daily Deaths,6/8/2020,54
GCC,Daily Deaths,6/9/2020,52
GCC,Daily Deaths,6/10/2020,46
GCC,Daily Deaths,6/11/2020,56
GCC,Daily Deaths,6/12/2020,52
GCC,Daily Deaths,6/13/2020,48
GCC,Daily Deaths,6/14/2020,61
GCC,Daily Deaths,6/15/2020,54
GCC,Daily Deaths,6/16/2020,59
GCC,Daily Deaths,6/17/2020,50
GCC,Daily Deaths,6/18/2020,66
GCC,Daily Deaths,6/19/2020,67
GCC,Daily Deaths,6/20/2020,60
GCC,Daily Deaths,6/21/2020,55
GCC,Daily Deaths,6/22/2020,54
GCC,Daily Deaths,6/23/2020,50
GCC,Daily Deaths,6/24/2020,55
GCC,Daily Deaths,6/25/2020,50
GCC,Daily Deaths,6/26/2020,64
GCC,Daily Deaths,6/27/2020,53
GCC,Daily Deaths,6/28/2020,55
GCC,Daily Deaths,6/29/2020,61
GCC,Daily Deaths,6/30/2020,65
GCC,Daily Deaths,7/1/2020,70
GCC,Daily Deaths,7/2/2020,64
GCC,Daily Deaths,7/3/2020,61
GCC,Daily Deaths,7/4/2020,77
GCC,Daily Deaths,7/5/2020,79
GCC,Daily Deaths,7/6/2020,69
GCC,Daily Deaths,7/7/2020,62
GCC,Daily Deaths,7/8/2020,58
GCC,Daily Deaths,7/9/2020,57
GCC,Daily Deaths,7/10/2020,67
GCC,Daily Deaths,7/11/2020,38
GCC,Daily Deaths,7/12/2020,62
GCC,Daily Deaths,7/13/2020,29
GCC,Daily Deaths,7/14/2020,61
GCC,Daily Deaths,7/15/2020,60
GCC,Daily Deaths,7/16/2020,62
GCC,Daily Deaths,7/17/2020,53
GCC,Daily Deaths,7/18/2020,55
GCC,Daily Deaths,7/19/2020,56
GCC,Daily Deaths,7/20/2020,50
GCC,Daily Deaths,7/21/2020,52
GCC,Daily Deaths,7/22/2020,66
GCC,Daily Deaths,7/23/2020,49
GCC,Daily Deaths,7/24/2020,48
GCC,Daily Deaths,7/25/2020,48
GCC,Daily Deaths,7/26/2020,52
GCC,Daily Deaths,7/27/2020,43
GCC,Daily Deaths,7/28/2020,46
GCC,Daily Deaths,7/29/2020,44
GCC,Daily Deaths,7/30/2020,42
GCC,Daily Deaths,7/31/2020,32
GCC,Daily Deaths,8/1/2020,27
GCC,Daily Deaths,8/2/2020,37
GCC,Daily Deaths,8/3/2020,39
GCC,Daily Deaths,8/4/2020,40
GCC,Daily Deaths,8/5/2020,51
GCC,Daily Deaths,8/6/2020,43
GCC,Daily Deaths,8/7/2020,57
GCC,Daily Deaths,8/8/2020,51
GCC,Daily Deaths,8/9/2020,49
GCC,Daily Deaths,8/10/2020,49
GCC,Daily Deaths,8/11/2020,53
GCC,Daily Deaths,8/12/2020,48
GCC,Daily Deaths,8/13/2020,47
GCC,Daily Deaths,8/14/2020,48
GCC,Daily Deaths,8/15/2020,46
GCC,Daily Deaths,8/16/2020,56
GCC,Daily Deaths,8/17/2020,48
GCC,Daily Deaths,8/18/2020,50
GCC,Daily Deaths,8/19/2020,48
GCC,Daily Deaths,8/20/2020,53
GCC,Daily Deaths,8/21/2020,37
GCC,Daily Deaths,8/22/2020,45
GCC,Daily Deaths,8/23/2020,36
GCC,Daily Deaths,8/24/2020,76
GCC,Daily Deaths,8/25/2020,39
GCC,Daily Deaths,8/26/2020,40
GCC,Daily Deaths,8/27/2020,38
GCC,Daily Deaths,8/28/2020,34
GCC,Daily Deaths,8/29/2020,30
GCC,Daily Deaths,8/30/2020,63
GCC,Daily Deaths,8/31/2020,39
GCC,Daily Deaths,9/1/2020,40
GCC,Daily Deaths,9/2/2020,32
GCC,Daily Deaths,9/3/2020,45
GCC,Daily Deaths,9/4/2020,39
GCC,Daily Deaths,9/5/2020,40
GCC,Daily Deaths,9/6/2020,63
GCC,Daily Deaths,9/7/2020,39
GCC,Daily Deaths,9/8/2020,43
GCC,Daily Deaths,9/9/2020,44
GCC,Daily Deaths,9/10/2020,48
GCC,Daily Deaths,9/11/2020,26
GCC,Daily Deaths,9/12/2020,32
GCC,Daily Deaths,9/13/2020,49
GCC,Daily Deaths,9/14/2020,53
GCC,Daily Deaths,9/15/2020,48
GCC,Daily Deaths,9/16/2020,46
GCC,Daily Deaths,9/17/2020,48
GCC,Daily Deaths,9/18/2020,41
GCC,Daily Deaths,9/19/2020,31
GCC,Daily Deaths,9/20/2020,59
GCC,Daily Deaths,9/21/2020,40
GCC,Daily Deaths,9/22/2020,48
GCC,Daily Deaths,9/23/2020,45
GCC,Daily Deaths,9/24/2020,43
GCC,Daily Deaths,9/25/2020,36
GCC,Daily Deaths,9/26/2020,39
GCC,Daily Deaths,9/27/2020,60
GCC,Daily Deaths,9/28/2020,52
GCC,Daily Deaths,9/29/2020,44
GCC,Daily Deaths,9/30/2020,40
GCC,Daily Deaths,10/1/2020,33
GCC,Daily Deaths,10/2/2020,37
GCC,Daily Deaths,10/3/2020,38
GCC,Daily Deaths,10/4/2020,73
GCC,Daily Deaths,10/5/2020,39
GCC,Daily Deaths,10/6/2020,41
GCC,Daily Deaths,10/7/2020,44
GCC,Daily Deaths,10/8/2020,41
GCC,Daily Deaths,10/9/2020,43
GCC,Daily Deaths,10/10/2020,31
GCC,Daily Deaths,10/11/2020,62
GCC,Daily Deaths,10/12/2020,45
GCC,Daily Deaths,10/13/2020,41
GCC,Daily Deaths,10/14/2020,37
GCC,Daily Deaths,10/15/2020,43
GCC,Daily Deaths,10/16/2020,29
GCC,Daily Deaths,10/17/2020,31
GCC,Daily Deaths,10/18/2020,69
GCC,Daily Deaths,10/19/2020,43
GCC,Daily Deaths,10/20/2020,35
GCC,Daily Deaths,10/21/2020,46
GCC,Daily Deaths,10/22/2020,39
GCC,Daily Deaths,10/23/2020,29
GCC,Daily Deaths,10/24/2020,22
GCC,Daily Deaths,10/25/2020,47
GCC,Daily Deaths,10/26/2020,43
GCC,Daily Deaths,10/27/2020,38
GCC,Daily Deaths,10/28/2020,35
GCC,Daily Deaths,10/29/2020,23
GCC,Daily Deaths,10/30/2020,31
GCC,Daily Deaths,10/31/2020,32
GCC,Daily Deaths,11/1/2020,60
GCC,Daily Deaths,11/2/2020,33
GCC,Daily Deaths,11/3/2020,38
GCC,Daily Deaths,11/4/2020,36
GCC,Daily Deaths,11/5/2020,38
GCC,Daily Deaths,11/6/2020,24
GCC,Daily Deaths,11/7/2020,28
GCC,Daily Deaths,11/8/2020,33
GCC,Daily Deaths,11/9/2020,34
GCC,Daily Deaths,11/10/2020,34
GCC,Daily Deaths,11/11/2020,27
GCC,Daily Deaths,11/12/2020,28
GCC,Daily Deaths,11/13/2020,28
GCC,Daily Deaths,11/14/2020,19
GCC,Daily Deaths,11/15/2020,34
GCC,Daily Deaths,11/16/2020,43
GCC,Daily Deaths,11/17/2020,26
GCC,Daily Deaths,11/18/2020,41
